umbrella_id	xtrop	human	mouse	rat	zebrafish	chicken	drosphila	worm
979534	100490213	80021	96957	311350	402997	423243		
979544	407893	10309	218630	499528	101883490	100857393		
979558	100487013	4616	17873	299626	406304	429929		
979558	100487013	4616	17873	299626	497646	429929		
979563	100125113	4702	68375	296658	393700	417112	37946	
979575	780077	92370	235534	315939	436703	424815		
979584	100144732	7289	22158	688749		426085		
979593	100496753	340359	268807	314996	559083	428388		
979593	100496753	340359	268807	314996	563341	428388		
979598	548504	312	69787	362915	81880	420342		
979607	448539	6144	19933	79449	336568	418933	35453	
979622	100144672	2971	66596	246299	100037394	418931		
979622	100144672	2971	66596	246299	445389	418931		
979629	100490845	6309	235293	114100	447891	100857756		
979638	100495035	10450	56031	298508	550373	426061		
979647	448352	171017	269800			770350		
979659	100135750	57097	101187	500323		418264		
979672	595075	8402	67863	64201	415189	107049718		
979685	100497712	1145	11448	29422	445315			
979694	779905	11158				426865		
979708	780115	6742	381760	54304	550504	418122		
979722	100037870	55750	69923	502749	334270	418121		
979734	394839	274	30948	117028	447863	424228	41965	
979746	779968	79778	231830	288515	327198	416460		
979746	779968	79778	231830	288515	556298	416460		
979758	105947166	23279	59015	311182	393635	431122	34549	
979767	496914	643847						
979775	549137	55638	319613	500865	568207	420277		
979788	100496192	1838	13528	362715	325242	421992		
979788	100496192	1838	13528	362715	559786	421992		
979795	493517	3838	16647	85245	436607	417420		
979811	779775	25830	29859	58953	678517	418232		
979825	100145176	51187	225215	363099	406266	768911		
979837	100495664	51400	72590	361613	335124	419058		
979846	100489489	8645	16529	364241	393606	421424		
979846	100489489	8645	16529	364241	570159	421424		
979856	448372	51035	225896	293719	322073			
979871	100135200	23313				418241		
979880	100488920	4718	68197	293130	541390	404751		
979887	394855	3835	110033	293502	561788			
979904	549554	1718	74754	298298	494102	424661		
979918	100497134	6512	242607	366432	100170783	429106		
979918	100497134	6512	242607	366432	100463517	429106		
979921	100498340	51253	56280	56281	567819	772313	41293	
979932	100145033	55157	226539	304919	571144	424408		
979939	100127672	79033	140546	313535		424579		
979946	100497874	1733	13370	25430	799937	395940		
979953	733550	148979	230587	298732		424652		
979958	100485471	84614	240869	304918	568471	429073		
979961	779977	460	11899	304900	791157	429070		
979968	493413	8569	17346	500526	555974	771961		
979981	100124830	200008	242603	298306	567759	424658		
979987	407922	8438	19366	298429	394119	424611		
979996	549894	84950	230596	298374	445089	771795		
980008	100491868	60676	23850	680415	567038	429071		
980029	100145765	338094	230579	313430	100005645			
980034	100489827	7804	16975	362558	557734	396102		
980039	733534	51727	66588	298410		429100		
980051	100492578	80028	231863	678726	570298	416484		
980058	100124945	3329	15510	63868	282676	424059		
980076	100488284	2590	108148	292090	570248	421540		
980081	100145290	84498	67544	308218	445206	421552		
980086	100216051	8871	20975	84018		421656		
980089	100495616	55780	381062	361485		421553		
980096	100495207	23586	230073	297989	100333797			
980101	100495291	253769	71682	308222	641503	100857387		
980106	100495945	2911	14816	24414	100150246	421614		
980106	100495945	2911	14816	24414	555576	421614		
980111	100491530	29967	239393	314941	100034487	420267		
980116	100495889	590	12038	65036		395358		
980121	100170591	51123			402905	768824		
980128	100038299	55656	72656	297823	553794	420230	36886	
980140	101732559	81501	75766	103690326	101883335	420265		
980143	100135115	137682	76947	297821	569692	420233		
980150	780125	27333	73124	310526	100000956	107049011		
980150	780125	27333	73124	310526	100000956	425000		
980150	780125	27333	73124	310526	541535	107049011		
980150	780125	27333	73124	310526	541535	425000		
980160	548356	115908	68588	282836	445308	420262		
980160	548356	115908	68588	282836	566140	420262		
980166	548471	5276	67931	171149				
980174	100125032	9699	116838	116839	393672	420264		
980174	100125032	9699	116838	116839	563393	420264		
980177	100498559	51555	58869	286937	797325	429155		
980182	394946	26996	71862	499588	100007673	424992		
980194	100496511	2122	14013	294924	497407	424997		
980205	100127645	55074	170719	117520	570476	420270		
980205	100127645	55074	170719	117520	571418	420270		
980215	100145153	114034	68276	298443	568260	424595		
980222	116410500	127795						
980225	101733423	148581	381534	500511		100859413		
980230	448034	731	230558	298288	445102	429111		
980241	779494	163782	242553	313385	101884737	424684		
980244	100135719	1802	67728	298452	562538	424574		
980253	733514	4678	50927	298441	799570	424600		
980269	724071	3953	16847	24536	567241	374223		
980274	394966	22948	12465	294864	322258	420930	36308	
980288	100491029	9891	77976	299694	561496	418074	41256	
980288	100491029	9891	77976	299694	561563	418074	41256	
980291	100494208	2558	110886	29707	799124	418684		
980296	394769	1479	228410	362178	406326	421595		
980312	496759	58511	56629	59296	562996	424540		
980319	100497304	197258	234730	307848	100150934	770049		
980326	100145513	126820	242253	292165	100333131	429090		
980333	780330	255631	71355	499723	101883924	424526		
980336	100494956	84144	214804	308021	100333199	424530		
980341	100496200	1258	333329	83686		768759		
980344	100145661	23576	69219	64157	406561	378898		
980350	548839	3801	16582	307644	568367	415630		
980363	100495107	9635	229933	308016		771009		
980366	100498243	91807	213435	291926	561635	415748		
980371	780374	81831	74513	307757	110439938	415743		
980379	549558	55283	171166	308022		429091		
980390	100145658	54768	244653	292017	557988	427538		
980395	448241	3931	16816	24530	793137	396136		
980416	100493034	57556	20358	361324	336060	427387		
980426	105948055	9127	18440	25041		429367		
980431	101733786	100127206	225583	291580	101882624	101752225		
980434	100494999	51334	71373	361327	793445	769337		
980437	100493370	339665	103710	266687	550555	101751586		
980440	100494841	133923		498866				
980443	100494038	337876	78923	291577	368477	415598		
980446	100496094	206338	74574	502160		431649		
980449	100494209	171019	240322	361332		415600		
980452	100487862	631	12075	25394	560018	396056		
980459	779804	63926	319196	296184		416735		
980471	100145710	25927	380686	364208	445213	421266		
980471	100145710	25927	380686	364208	556881	421266		
980476	100125149	116143	103784	498418	550284	769534	39997	
980486	100038267	128710	74243	499895	393383	416738		
980493	100487704	56914	57329	366206		395484		
980498	100124992	6509	55963	305540	368885	769612		
980504	100495345	63899	106338	100360437	553534	418432		
980509	100494084	2632	74185	288333	100333665	427964		
980509	100494084	2632	74185	288333	559212	427964		
980520	733989	5627	19128	81750	768180	418430		
980526	100493913	6092	268902	84409	60309	395291	44522	
980531	100487650	22	11306	302395	566515	422326	38193	
980538	100145575	57187	331401	313308	368417	422361		
980549	100125033	23229	236915	66013	559868	422315		
980549	100125033	23229	236915	66013	560923	422315		
980555	100145749	7411	22327	681825	553651	422355		
980567	100380046	546	22589	246284	323299	422331		
980578	100494635	6567	20502	259248	100884148	428716		
980581	100492151	136332	74354	296968	559670	416699		
980584	100379737	60412	20336	116654	559866	416700		
980594	100489663	84893	50755	291293	567995	416687		
980601	100488083	4899	18181	312195	64604	416677		
980610	100493977	55526	209692	361272	494076	426076		
980620	448175	2665	14569	29662	323765	395854		
980633	549367	11164	53893	361274	415176	426368		
980642	100491814	57464	320609	500066	556392	416676		
980647	549691	95681	83922	500069	431741	416684		
980660	100486715	3952	16846	25608	100150233	373955	5658637	
980660	100486715	3952	16846	25608	564348	373955	5658637	
980665	100490288	79746	67856	684538	780842	419098		
980670	448079	22944	16588	689197	555316	419109		
980691	594888	27156	71236	365552	553388	416954		
980698	100498447	253143	215476	305466		416957		
980706	100498286	9681	277854	305464	562995	416956		
980713	100127709	5297	224020	64161	556956	416767		
980713	100127709	5297	224020	64161	793349	416767		
980744	780044	2781	14687	25740	564915	770226		
980751	549048	4733	13494	305470	336823	416962		
980766	734127	3535	111519	24492			36681	
980766	734127	3535	111519	680329			36681	
980794	100144733	8220	27886	360741	324123	416925		
980803	100497518	2687	23887	29566	100333757	416943		
980803	100497518	2687	23887	29566	569734	416943		
980808	100496562	66035				427704		
980811	100170543	613	110279	309696	568320	416952		
980820	100145545	27037	15547	287953	334936	416786		
980828	100494370	283383	243277	689257	791731	416803		
980833	100490699	730249	16365	306127	795305	418812		
980838	100379738	9882	210789	306117	321065	428062		
980848	779442	1602	13134	306096		373935		
980857	549874	7347	50933	498560	554104	395626		
980870	100489665	84189	239250	290467	324096	418797		
980875	100489504	5101	211712	306091	100004118	418800		
980880	100491204	11278	16597	306110	117603	418817		
980883	100158551	81691	434234	309036		427001	38740	
980896	100487822	6340	20278	24768		416579		
980909	100492586	9956	195646	293451	571246	416581		
980912	100489240	22853	231876	304286	564666	769200		
980919	100490749	146177	233813	293449	100535802	416616		
980926	100486255	55230	227334	316599	402834	100859211		
980933	780163	3275	15468	499420	558841			
980940	493486	129401	69482	295692	337461	121106451	32851	
980956	394925	10477	22193	295686	321689	424122		
980972	100486717	54059	216119	361822	321718	107053767		
980979	100489033	9208	16978	367314	100321881	428996		
980979	100489033	9208	16978	367314	407677	428996		
980993	549679	54431	66861	295690	557858	424115		
981005	100490007	8888	54387	294339	436589	424036		
981012	780056	6744	70599	311146	553255	424118		
981022	100485248	116987	347722	316611	100148154	424024		
981032	100494636	1047	12745	685504	556495	422447		
981037	394928	10424	70804	361940	406378	422501		
981051	100145590	79633	329628	310341	101882648	395166		
981059	100485518	400891	74685	100361946	100005101			
981062	100494372	402055	70118	288717	751717	416908		
981068	733894	84749	100756	304579	559099	416896	31519	
981080	100492480	121642	231642	304578	569291	416897		
981085	100124918	121643	116810	288736	30315	416898		
981096	100145758	11113	12704	83620	100329792	416984		
981103	549569	84747	106840	288702	678653	416970		
981114	395017	23603	23790	501841	317741	416893		
981114	395017	23603	23790	501841	562849	416893		
981143	100496361	6532	15567		664719	404747		
981143	100496361	6532	15567		664770	404747		
981146	100495452	84274	52064	304542	447802	416975	32272	
981155	100170639	64858	140917	310745	768137	428269		
981163	548844	116150	52014	294400	436629	421733		
981173	100170160	5208	18640	24640	393983	419850		
981173	100170160	5208	18640	24640	564852	419850		
981178	100036692	260425	99470	245903	561689	419877		
981187	100495453	5284	18703	25046	566471	419848		
981195	100380203	284467	329731	691123		419874		
981199	779607	23046	16565	289397	570502	421178		
981207	100379739	5350	18821	64672	555548	396378		
981210	100493529	127833	20980	24805		396327		
981216	100495951	89796	215690	685707	100005000	430162		
981216	100495951	89796	215690	685707	100536287	430162		
981221	100125108	7135	21952	29388	494070	421161		
981221	100125108	7135	21952	29388	558408	421161		
981227	101735275	163486	329260	289051	560720	424351		
981230	100493263	9928	381293	360849	562052	424347		
981240	407872	6045	19821	304850	327035	424452		
981249	100490921	57613	74525	362455	324587	417963		
981256	100493434	5788	19264	24699	559154	386580		
981264	394826	3075	12628	155012	553297	429057		
981276	100492589	163479	320181	310787	100538169	424339		
981279	100490064	84539			353182	431416		
981279	100490064	84539			558520	431416		
981282	100494090	22854	80883	295382	569075	424336		
981287	100486454	56666	406218	362979	557828	426934		
981290	100124845	144402	66871	362988	100332028	417690		
981298	100216080	83642	223776	315216	558648	417745		
981305	100494213	221927	231841	498150	678547	769893		
981310	100125111	6210	267019	117053	336764	427675		
981322	734084	57623	380993	362925	566334	420319		
981329	100170501	9738	101565	361634		416613		
981336	100491430	79838	74424	365360	561497	416611		
981341	100494373	23288	74239	304318	323898	416473		
981346	100493700	79905	209760	499254		416610		
981354	100491763	51704	64297	293546	100002676	101747453		
981354	100491763	51704	64297	293546	570207	101747453		
981362	100038061	55215	208836	100360594	324185	415491	35895	
981368	100492262	290	16790	81641	322533	395667		
981368	100492262	290	16790	81641	558452	395667		
981377	100494092	342125	233424	293065	101882109	415470		
981380	100125133	26276	233405	64060	541534	425858	43077	
981387	448465	4122	140481	308757	100333987	415585		
981398	100488876	374655	209225			100858113		
981401	100486316	64788	76483	360495	100333693	416528		
981404	100380047	51649	64656	360594	445221	417666	318977	
981411	100170483	64332	80859	304005	100001781	418404		
981418	548908	124936	192986	303293	795950	417495		
981427	100487237	56987	70508	303970	100005540	418407	3772670	
981435	780349	51479	11736	303292	568480	417494		
981444	100492483	57101	243634	100361584	566373	428100		
981449		391189						
981497	549353	669	12183	296973	436903	418172		
981510		283297				768801		
981526		391189						
981545	733941	51735	192786	303141	335032	101751943		
981555		391189						
981571	100493267	25929	216766	691231	799538	416254		
981578	100127769	4056	17001	114097	100535432	770665		
981585	779496	55758	214742	684192	563808	421380		
981595	496472	90411	193813	246117	449676	421413		
981604	100485214	63892	240174	313865	541356	421398	33001	
981611	448117	2034	13819	29452	555192	395596		
981611	448117	2034	13819	29452	566886	395596		
981624	100498405	64241	67470	155192	100136850	421402		
981629	100485370	170850	225030	171011	565643	421393		
981634	100498250	9581	213760	298771	796680	421405		
981641	613093	9167	20463	298762	335751	421392		
981654	100135720	5581	18754	29340	100005075	421409		
981654	100135720	5581	18754	29340	100332055	421409		
981658	101734949	51626	213575	298767	393452	421400		
981665	100488927	8850	18519	301164	563942	428441		
981672	100490406	131096	211468	246325	100002967	420648		
981675	100487986	64343	27215	316051	406377	420660		
981680	780158	57465	224617	287110	100536073	100859828		
981692	496705	84326	68347	302998	386899			
981705	100170546	7249	22084	24855	567524	416552		
981713	100379740	27327	233833	308971	571871	416570		
981722	100379741	84464	52864	302953	100538153	416665		
981731	548399	1877	13560	681359	561158	416560		
981739	100493098	1775	66705	681124		112533475		
981744	493203	6345	106393	302948	449670	396269	40562	
981755	100488601	55146	72881	304291	561817	416561		
981762	496930	64223	56716	64226	792689	416558		
981775	549590	55114	70497	63994		416564		
981780	100158644	197358	268857	287070	100334206	416673		
981783	550091	5636	212627	117272	406369	416521		
981789	394488	527	11984	170667	192336	416753		
981789	394488	527	11984	170667	325402	416753		
981803	780069	392862	170935	288484	559717	427671		
981803	780069	392862	170935	288484	561017	427671		
981808	100498406	285888	269637	685001	402819			
981815	100485767	199223	74052	301065	100001597			
981824	100487444	3361	15563	25689	100038775	428409		
981824	100487444	3361	15563	25689	368475	428409		
981829	448751	63917	231050	311952	558716	420436		
981838	100486077	9941	208194	301062	100331954	420430		
981845	496578	64327	56873	362295	557300	373986		
981852	100486668	349136	269633	311956		770203		
981855	100486367	9942	102448	316067	393350	420432		
981860	549505	5360	18830	296371	445125	428164		
981872	100496567	64772	217364	303702	561239	430102		
981878	100124751	10197	19192	287716	30649	420017		
981899	100494738	4318	17395	81687	406397	395387		
981912	100498615	63925				396131		
981915	100497207	65266	69847	287715		777580		
981918	549389	51096	217109	303456	767797	417388		
981928	549204	51125	57437	361171	798622	426787		
981937	395032	4144	232087	171347	323329	427292		
981937	395032	4144	232087	171347	791612	427292		
981952	100494851	26505	94218	301345	100329721			
981959	100495513	388969						
981968	101734837	284948	71130	691161		395733		
981971	100485671	150763	215456	296130	558437	426550		
981974	100145098	23020	320632	296126	799690	503574		
981982	100158578	56910	99138	296128	564572	107049510		
981991	100124905	2645	103988	24385	751668	430370		
981997	677731	9583	67464	361063	436692	419531		
982009	100494097	30818	56461	65199	393755	771131		
982009	100494097	30818	56461	65199	393792	771131		
982014	780348	9659	83679	64183		425735		
982023		10863	13522	290344	767749	419529		
982030	548495	23386	209586	100125378	406472	770002		
982043	493275	5536	19060	65179	541536			
982058	100490183	5739	19222	292661	561406			
982061	100490534	2696	381853	25024	101885360	100858765		
982066	733529	51765	70415	317589	100151762	422231		
982077	100487930	9156	26909	305000	406778	421505		
982086	100135027	2719	14734	25236	387365	770863		
982089	100486119	90332	74463	686809				
982096		94235	14709	245986	553609			
982099	100302396	51442	170828	363508		770844		
982103	101733972	83550	245424	317608	101886313			
982106	100127671	256536	70571	361669	101886358	423969		
982109	100496365	282973	74004	365380	555987	428991		
982112	100495407	55760	101437	361667	100006246	768812		
982112	100495407	55760	101437	361667	558937	768812		
982121	549298	399823	270004	246073	387256	428801		
982135	100497631	5791	19267	114767		423962		
982138	677729	8038	11489	679837	563275	425843		
982143	100492711	6310	20238	25049	557340	420843		
982143	100492711	6310	20238	25049	565841	420843		
982150	100492538	51439	97863	291031	100537042	771369		
982150	100492538	51439	97863	291031	548347	771369		
982157	101734886	84830	109254	361228	550414	771464		
982165	100217357	3720	16468	681740	100007426	420839	39103	
982165	100217357	3720	16468	681740	558456	420839	39103	
982175	100135085	2766	66355	117533	553639	420842		
982182	100489838	221656	218214	306819		420829		
982187	100490411	10486	67252	116653	393809	420847		
982197	100489899	117248	78754	100360475		420642		
982202	100489727	686	26363	306262	555376	420639	31552	
982202	100489727	686	26363	306262	555376	420639	31912	
982207	548579	2039	13829	361069	565367	776542	40792	
982218	100038282	23516	213053	306009	799782	429550		
982226	100487659	9046	13449	290361	100001537	100857332		
982229	100380048	6867	320165	306562	565711	431253		
982235	100127654	55124	57746	306011	572134	100859097		
982242	550086	26061	56794	85255	406358	420638		
982253	100127717	2675	14586	25136	405794	395993		
982253	100127717	2675	14586	25136	564916	395993		
982258	548978	80346	72549	306014		107049624		
982270	100496301	140	11542	100911796		373956		
982270	100496301	140	11542	25370		373956		
982273	733454	6103	19893	367733	557752	418578		
982273	733454	6103	19893	367733	571327	418578		
982284	100145441	6907	21372	302711	560294	426045		
982290	779568	357	110380	317435		418651		
982299	448273	5009	18416	25611	794667	395735		
982309	100496000	94122	236643	302538	558324	427990		
982315	100379915	9282	26896	317343	336923	418572	38073	
982323	100486935	196527	105722	315272	100535437	417802		
982328	100488241	64418	101118	312135	100034546	417777		
982328	100488241	64418	101118	312135	558640	417777		
982337	496811	57192	94178	288371	406689	426164		
982337	496811	57192	94178	288371	795916	426164		
982351	100487445	29951	239618	315250	798289	417787		
982354	100124926	84216	320709	500921	406763	417798		
982362	100496001	9472	238161	64553	100002625	423314		
982365	100497833	1690	12810	362735	368851	395779		
982372	100216188	23339	269338	362199	567078	423230	42192	
982379	100499209	394	11855	299012	795752	428883		
982388	100495515	90427	171543	246142		769140		
982397	100170500	26051	228852	680616	799771	419170		
982404	613086	8904	266692	362249	324841	419134		
982418	100126220	4605	17865	296344	100005189	396258		
982418	100126220	4605	17865	296344	445390	396258		
982430	100124824	84969	269389	311615	405844	419156		
982440	100125151	140823	67067	679572	393770	768833		
982449	100496995	23054	56406	116464	100144559	419122	33761	
982456	549341	51098	245866	362265	414931	419165	33917	
982468	100495409	90187	280635	362262	101882042	428137		
982485	100497938	63941	56846	311562	101887165	419154		
982495	100496674	5335	18803	25738	373867	419175		
982511	100036607	10110	27219	171497	559050	419166		
982511	100036607	10110	27219	171497	570956	419166		
982517	100496834	341032	69809	500997	101884656			
982520	100492598	51092	214597	315617	796833	770233		
982527	100379742	257160	235315	363056		419767		
982533	549074	1737	235339	81654	324201	419796		
982549	549500	8125	11737	25379	335907	415562		
982560	100124311	641	12144	308755	572540	415577	41366	
982570	780165	54852	74090	315741	100007661	427516		
982570	780165	54852	74090	315741	393156	427516		
982577	100151717	8446	72102	297412	550417	423818		
982585	100145280	54982	76524	315746	449809	415558		
982585	100145280	54982	76524	315746	570764	415558		
982592	734108	80223	75767	498650		770622		
982604	733564	388962	78653	297388	445131	107054980		
982610	100145299	10588	107885	300886	100332843	415484	37699	
982620	100492108	84978	228564	311362	569968	415576		
982631	100145256	6610	20598	83537	567548	770663		
982631	100145256	6610	20598	83537	797914	770663		
982636	100490074	6272	20661	83576	406511	100858592		
982636	100490074	6272	20661	83576	799153	100858592		
982641	100135140	1208	109791	25680		771102		
982644	100490248	271	109674	362015	100330772	100858316		
982644	100490248	271	109674	362015	571355	100858316		
982649	100491938	2331	14264	64507		395814		
982652	100124849	5686	26442	29672	403011	426937		
982662	548426	79574	99662	295361	100334248			
982662	548426	79574	99662	295361	393332			
982674	780105	7942	21425	316214	562289	419922		
982679	779978	9283	171469	252939		421176		
982688	100492600	83873	229714	310780	571338	100858985		
982691	768088	116113	74123	363185	557245	100858652		
982705	100216290	3916	16783	25328	324985	396220	35411	
982705	100216290	3916	16783	25328	563328	396220	35411	
982717	100487141	6555	20494	29500	393329	428018		
982720	100487446	196541	433294	301378		418768		
982725	549064	55739	69225	361185	797867	418755	40085	
982735	100491098	7690	72465		393477	431588		
982742	100492714	3673	16398	170921	445380	100857227		
982756	100491267	167359	245269	310376	100536336	768482		
982761	100490473	79668	52552	294762	568910	427198		
982766	100492371	6329	110880	25722		771297		
982769	100488936	11180	83669	301007	100004270	416060		
982776	100170557	131601	24100	85494	570573	416028		
982782	100486265	5576	19087	29699	405894	100858827		
982782	100486265	5576	19087	29699	556042	100858827		
982789	100488150	84864	67014	266670	393308	418436		
982809	100380049	285367	101122	362416		101748025		
982817	100498303	78987	171508	312638	569741	100858613		
982820	493309	11062	71916	366593	445096	769352		
982832	779511	83787	67211	296758	557740	417720		
982842	100192371	5649	19699	24718	260303	427850		
982850	100485480	1738	13382	298942	30138	417699		
982859	100379743	60561	72772	296750	562894	427848	38807	
982867	100145538	54463	66270	619558	100003524	100859798		
982872	100488824	6531	13162	24898	80787			
982875	100489783	1010	215654	301887	570372	420912		
982880	496950	90441			407703	373921		
982894	100487933	441061	211147	499558	798174	420914		
982899	100488093	1016	320865	310174	767768	428490		
982902	779676	23590	56075	100364990	550349	420490		
982909	493542	91452	74159	307170		420488		
982921	100496054	79896	208967	498805	101883988	100859434		
982926	779949	55130	74934	307036	799229	420482		
982936	100489405	3745	16500	25736	555284	428146		
982943	414839	55905	81018	362277	414843	414881		
982957	779583	201176	544817	303583	564211	770740		
982961	100488039	57580	277360	311647	570984	419210		
982970	548965	9331	56386	65196	393912	421092		
982988	100485816	4707	102631912	100912357	100535765	423415		
982993	100489193	8111	238377	314386		428904		
982996	100158607	79064	66836	690285	445200	107049451		
983003	100490359	57062	27225	373065	553462	423429		
983014	100490014	51676	65256	299266	402848	423428		
983014	100490014	51676	65256	299266	567986	423428		
983017	100487295	51156	217847	171154	100003661	423432		
983022	100485106	56659	217826	64120	556073	772210		
983022	100485106	56659	217826	64120	571467	772210		
983027	100486994	57578	217843	314401		423426	42310	
983032	100485673	123036	74413	500707	101885722	423412		
983039	549215	80017	217830	362769	560387			
983047	100488398	79882	75553	192359	562846	423399		
983055	595007	10516	23876	29158	449806	423413		
983061	100496931	285315			565816	100859600		
983068	100497416	344758	229357	192251		395382		
983071	100494046	85476	28030	114017	561840	425018		
983079	100489250	9936	66205	295629	100333685			
983084	100488937	4065	17076	499800	504036	424192		
983089	100125139	25801	227960	295647				
983103	100491983	3757	16511	117018	405763	100858122		
983103	100491983	3757	16511	117018	563802	100858122		
983106	613065	196	11622	25690	246224	373907		
983106	613065	196	11622	25690	30517	373907		
983117	100494434	6671	20688	25162	387291	420607		
983127	100495055	346389	238455	314539	558777	420604		
983134	100493753	28969	66912	171439	393892	420594		
983143	100124312	222894	114712	366598	110438133	428429		
983147	100485001	11214	75547	293024	108190639	415502		
983152	100498038	55784	244049	308742		426324		
983157	100124745	50859	72902	306404	562002	422425		
983161	100036653	4750	18004	290705	556002	422433		
983170	108645703	11341	20284	64458		422563		
983173	100488774	132851	69281	306441	445563	422571		
983178	100488939	253461	245007	315936	101882192	424783		
983185	100490077	80309	77629	316561	100034387	424789		
983190	100491602	24146	60363	304388	573644	424768		
983195	100486936	89857	239743	287974	368818	424762		
983198	100486779	2859	64095	367315		424833		
983201	100491268	6480	20440	25197	445376	396169		
983204	100145492	55041	226971	301337	100003431	424758		
983213	100125048	3769	100040591	94341	555691	101749520		
983223	448431	80704	80721	316559	556920	424792		
983223	448431	80704	80721	316559	557854	424792		
983228	101734558	256356	235533	367146	777765	424779		
983235	100380163	56164	77485	500120	100330765	420621		
983244	100486029	1687	54722	353316	101884911	420623		
983244	100486029	1687	54722	353316	335722	420623		
983251	549814	51678	56524	362359	394134	420622	35382	
983251	549814	51678	56524	362359	402878	420622	35382	
983262	100124325	10457	93695	113955	563348	428431		
983276	549968	54543	66169	685620	751649	420610		
983281	100493379	85443	245038	316023	100333376	776499		
983284	496742	1644	13195	24311	406651	420947	35190	
983291	100135202	10268	56089	56820		420786		
983294	448560	3364	15574	498411		428471		
983308	100485817	353189	227394	432363		769132		
983313	100496933	5122	18548	25204	100005716	769230		
983320	100485375	22836	73296	309922		431569		
983323	100495961	84250	105377	294601	101882450	427111		
983328	100145371	831	12380	25403	563084	427121	247972	
983343	100496768	51752	80898	80897	393175	427122		
983343	100496768	51752	80898	80897	564068	427122		
983348	100492489	285525	75581	364147		422774		
983352	549165	55161	67878	59303	327214	422779		
983363	100489624	60558	231279	305317	553030	422773		
983371	448153	3093	53323	289623	30100	428787		
983371	448153	3093	53323	289623	541355	428787		
983382	100124908	132789	67980	289608	556291	422772		
983393	116408459	79730	70918	305339		422782		
983400	100493319	55584	231252	65024	568807	395522		
983403	100144926	23240	229473	679811	565444	422400		
983412	100498351	4887	18167	66024	100003852	422405		
983417	100496677	2982	60596	497757	550420	422407		
983429	100498195	51802	58170	63866		428723		
983432	734113	85462	229474	295161	100148864	422484		
983440	100496370	1519	229445	684529	567333	422410		
983447	100125071	10586	23937	680102	117234	374011		
983471	100486675	5188	229487	361974	541317	422480	42861	
983478	100379744	84817	52700	287474	445062	417680		
983484	100380189	50486	14373	289388	568476	419860		
983490	100125073	3914	16780	305078		428268		
983496	100490131	54478	109212	360559		417685		
983506	100496523	6352	20304	81780		417465		
983509	100495900	83394	327958	287467	337272	417684		
983512	100490590	284111	237831	266998	100006328	417678		
983512	100490590	284111	237831	266998	503788	417678		
983521	100496371	3092	215114	192154	793823	770683	39450	
983528	100216085	63035	320376	302810	792710	428687		
983537	100497316	139065	245446	302473	558123	422287		
983542	100495681	6005	19743	65207	405771	395118		
983550	493564	988	71702	85434	394059	422052		
983566	100493595				100002138			
983566	100493595				569628			
983571	619359	286046	219149	305960	108179076	422029		
983571	619359	286046	219149	305960	792104	422029		
983576	100487194	286530			566497	418665		
983579	100485625	5414	18952	287606		770762		
983582	100492110	51306	225358	291694	568603	416297		
983585	448495	9782	17184	29150	556290	373948		
983597	100492779	64411	106952	361314	558931	416196		
983602	100124722	5097	75599	307481	497124	416194		
983602	100124722	5097	75599	307481	497125	416194		
983614	100498042	146223	97487	498902	436765	415794		
983617	100380050	164	11765	171494	324466	415880		
983629	496664	51693	59005	292074	445112	415847		
983639	549642	7084	57813	291824	437016	427551		
983651	100489407	27132	102278	361433	564556	415851		
983658	100486570	124044	78779	498963	100003387	107054333		
983661	100489106	1013	12555	361432	565617	107054331		
983668	100486887	92822	57247			415853		
983678	100486728	79007	72185	361437		415857		
983683	100485526	863	12398	361431	563252	415846		
983696	100145289	81566	207785	315308	100003989	100859835		
983701	100497888	11226	207839	100361647	406477	429501	246627	
983713	100124766	3798	16572	314906	566086	107050879		
983713	100124766	3798	16572	314906	799274	107050879		
983721		23224	319565	366669		423509		
983729	100135144	1990	109901	24331		425200		
983739	100486620	51411	668218	366988	327387	777552		
983739	100486620	51411	668218	366988	492780	777552		
983742	394583	3958	16854	83781	325599	373917		
983742	394583	3958	16854	83781	557373	373917		
983756	100496769	341880	75288	305865	100001581	776258		
983761	100125787	3895	16709	361029	368207	396335		
983771	100125016	23002	208846	314212	557451	423532		
983771	100125016	23002	208846	314212	560060	423532		
983781	733818	5926	238247	314205	327404	423541		
983791	549066	83544	105000	685664	445048	423246		
983800	100135139	26520	30056	171139	282678	100859762		
983805	100158646	23467	73340	81005	100005257	427902		
983805	100158646	23467	73340	81005	101884706	427902		
983813	100498199	22926	226641	304962	558071	424365	35480	
983820	100124883	116461	66637	289083	100005064	424448	246551	
983823	100498512	6402	20343	29259	100462964			
983826	100497889	4921	18214	685781	559428	396404		
983826	100497889	4921	18214	685781	565333	396404		
983831	100496611	5132	20028	25343	386613	429078		
983831	100496611	5132	20028	25343	386614	429078		
983836	100494901	25777	223697	315135		418021		
983840	448005	468	11911	79255	406514	395693		
983840	448005	468	11911	79255	556410	395693		
983862	100494599	8911	239556	56827	566351	427900		
983867	100144959	676	114642	305123	333996	424506		
983876	733501	7813	14020	100360066	100332570	424500	32088	
983876	733501	7813	14020	100360066	553306	424500	32088	
983887	100489511	2152	14066	25584	550423	429084		
983887	100489511	2152	14066	25584	567257	429084		
983896	100492111	253152	384214	289440	100331939	424505		
983901	100489671	5825	19299	25270	100170781	424487		
983901	100489671	5825	19299	25270	406803	424487		
